========================================================================================================================
MEDIAN BLOCK -- MoE Decoder Layer (Decode Mode)
========================================================================================================================
Model           : nvidia/Kimi-K2.5-NVFP4
Block index     : 3 of 38
Block label     : REPRESENTATIVE
Op range        : 84-109 (26 ops)
Wall time       : 90144 ns (90.1 us)
Compute time    : 129215 ns
Overlap time    : 39071 ns

Timing distribution across 34 representative blocks:
  min=87072, p25=89472, median=90144, p75=92160, max=96256, CoV=2.5%

+-----+---------------------------------+----------------------------------------------------+--------+-------------+------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | high_level_op                   | kernel_name                                        | stream | duration_ns | source_code_ref                                                                                                  | source_code_explanation                                                                                                                                                                                                                                                                                                   |
| 9   | w_vc_absorbed_bmm               | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 7      | 3776        | cuBLAS nvjet via torch.bmm -> forward_mla.py:510 torch.bmm(attn_output.T, self.w_vc)                             | Absorbed W_vc batched matrix multiply: [8,1,512]x[8,512,128]->[8,1,128]. Post-multiplies attention output by the absorbed V projection matrix (W_vc) to produce the final per-head output without explicit KV-B projection. BF16 cuBLAS BMM with batch=8. Grid(128,1,1) on SM100.                                         |
| 10  | o_proj_gemm                     | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 7      | 5792        | cuBLAS nvjet via torch.nn.functional.linear -> forward_mla.py:583 self.o_proj(attn_bmm_output)                   | Output projection GEMM: [1,1024]->[1,7168] (RowParallelLinear, TP-sharded, reduce_results=False). Projects concatenated per-head attention output back to hidden_size. Uses BF16 cuBLAS (attention weights not FP4-quantized). Grid(112,1,1) on SM100 Blackwell.                                                          |
| 11  | attn_tp_allreduce               | cross_device_reduce_1stage                         | 7      | 8256        | sgl-kernel/csrc/allreduce/custom_all_reduce.cuh -> communicator.py tensor_model_parallel_all_reduce              | Custom symmetric-memory 1-stage cross-device AllReduce for attention output across TP=8. Reduces 7168-dim hidden states from o_proj output. First of two allreduces in the MoE decoder block.                                                                                                                             |
| 12  | post_attn_rmsnorm_residual_add  | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 7      | 3200        | python/sglang/srt/layers/layernorm.py -> FlashInfer fused_add_rmsnorm                                            | Fused residual-add + RMSNorm after attention (hidden_size=7168, eps=1e-5). Adds the attention output (after allreduce) to the residual, then applies post-attention RMSNorm. Second fused_add_rmsnorm in the block, called from LayerCommunicator.prepare_mlp().                                                          |
| 13  | moe_router_gate_gemm            | router_gemm_kernel_float_output                    | 3488   | 2848        | sgl-kernel/csrc/gemm/dsv3_router_gemm_float_out.cu:49 -> deepseek_v2.py:348 dsv3_router_gemm()                   | MoE router gate GEMM computing expert logits: [1,7168]x[384,7168]^T->[1,384] in float32. Custom low-latency kernel for bs<=16 with 384 experts. Grid(384,1,1) launches one threadblock per expert. Runs on alt_stream(3488) in dual-stream MoE path.                                                                      |
| 14  | shared_expert_gate_up_fp4_quant | cvt_fp16_to_fp4                                    | 7      | 2272        | python/sglang/jit_kernel/csrc/gemm/nvfp4/nvfp4_quant_kernels.cuh:101 -> modelopt_quant.py scaled_fp4_quant()     | NVFP4 activation quantization (BF16->E2M1) before shared expert gate_up_proj GEMM. Computes per-block (16-element) scaling factors in float8_e4m3fn format and packs activations to 4-bit. First of two FP4 quant ops in the MoE block.                                                                                   |
| 15  | shared_expert_gate_up_gemm      | device_kernel                                      | 7      | 11392       | cutlass FP4 GEMM via flashinfer mm_fp4 -> deepseek_v2.py:265 shared_experts.gate_up_proj                         | Shared expert gate+up projection FP4 GEMM: [1,7168]->[1,4096] (MergedColumnParallelLinear, tp_size=1). Uses CUTLASS SM100 FP4 (E2M1) kernel with 128x128x256 tile and (1,8,1) cluster. Produces gate(2048)+up(2048) which feed into SiLU*Mul activation. Grid(1,4,1).                                                     |
| 16  | moe_hidden_fp4_quant            | quantize_with_block_size                           | 3488   | 2816        | TRT-LLM tensorrt_llm::kernels::quantize_with_block_size -> flashinfer_trtllm_moe.py quantize_hidden_states_fp4() | Quantizes hidden states from BF16 to FP4 with block-scale quantization for TRT-LLM MoE kernels. Uses BlockScaleQuantizationType=0 (FP4) with 16-element vector size. Produces packed FP4 tensor + float8_e4m3fn scale factors for the subsequent fused MoE GEMM1.                                                         |
| 17  | moe_topk_routing                | routingIndicesBlockKernel                          | 3488   | 7264        | TRT-LLM moe::dev::routing::routingCustom -> flashinfer_trtllm_moe.py trtllm_fp4_block_scale_moe()                | Computes top-K expert routing with DeepSeekV3 group-biased selection. Applies e_score_correction_bias, selects top-8 of 384 experts (n_group=1, topk_group=1), computes softmax-normalized routing weights, and prepares routing indices for the fused MoE GEMM. Grid(1,1,1) for single-token decode.                     |
| 18  | moe_gemm1_gate_up_swiglu        | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 3488   | 9504        | FlashInfer TRT-LLM FP4 MoE -> flashinfer_trtllm_moe.py trtllm_fp4_block_scale_moe()                              | MoE fused GEMM1 + SwiGLU: FP4 gate+up projection for top-8 selected experts. Each expert: [1,7168]->[1,4096] (2x moe_intermediate_size=2048). Uses E2M1 (FP4) x E2M1 with FP32 accumulation and block scaling. Fuses gated SiLU activation within the kernel. Grid(4,8,1) with t128x8x512 tile config.                    |
| 19  | shared_expert_silu_mul          | act_and_mul_kernel                                 | 7      | 3968        | sgl-kernel/csrc/elementwise/activation.cu:97 -> deepseek_v2.py:266 shared_experts.act_fn (SiluAndMul)            | Fused SiLU activation with element-wise multiplication for shared expert FFN. Computes SiLU(gate) * up from the gate_up_proj output. Input dim=4096 (gate:2048 + up:2048), output dim=2048. Uses ActivationKind::SiLU with gated=true.                                                                                    |
| 20  | shared_expert_down_fp4_quant    | cvt_fp16_to_fp4                                    | 7      | 1920        | python/sglang/jit_kernel/csrc/gemm/nvfp4/nvfp4_quant_kernels.cuh:101 -> modelopt_quant.py scaled_fp4_quant()     | NVFP4 activation quantization (BF16->E2M1) before shared expert down_proj GEMM. Quantizes the post-SiLU*Mul intermediate (dim=2048) to FP4. Second of two FP4 quant ops in the MoE block.                                                                                                                                 |
| 21  | moe_gemm2_down_proj             | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3488   | 7808        | FlashInfer TRT-LLM FP4 MoE -> flashinfer_trtllm_moe.py trtllm_fp4_block_scale_moe()                              | MoE fused GEMM2: FP4 down projection for top-8 selected experts. Each expert: [1,2048]->[1,7168]. Uses E2M1 input x E2M1 weight with FP32 accumulation, BF16 output. Applies routed_scaling_factor=2.827. Grid(56,8,1) with t128x8x256 tile config. Output feeds into finalizeKernel for weighted combine.                |
| 22  | shared_expert_down_gemm         | device_kernel                                      | 7      | 8831        | cutlass FP4 GEMM via flashinfer mm_fp4 -> deepseek_v2.py:267 shared_experts.down_proj                            | Shared expert down projection FP4 GEMM: [1,2048]->[1,7168] (RowParallelLinear, tp_size=1, reduce_results=False). Uses CUTLASS SM100 FP4 (E2M1) kernel with 128x64x128 tile. Projects intermediate representation back to hidden_size. Grid(1,112,1).                                                                      |
| 23  | moe_output_combine              | finalizeKernel                                     | 3488   | 2688        | TRT-LLM moe::dev::finalize::finalizeKernel -> flashinfer_trtllm_moe.py trtllm_fp4_block_scale_moe()              | MoE output finalization: weighted combination of top-8 expert outputs using routing weights. Accumulates BF16 expert outputs scaled by softmax routing probabilities into the final hidden state. Grid(28,1,1) with 256 threads, processing 7168-dim output.                                                              |
| 24  | shared_routed_output_add        | vectorized_elementwise_kernel                      | 7      | 1504        | PyTorch at::native::vectorized_elementwise_kernel (CUDAFunctor_add) -> deepseek_v2.py:746-747                    | Element-wise addition of shared expert output and routed expert output: final_hidden_states += shared_output. Combines the unfused shared expert MLP output with the scaled routed MoE expert output. Grid(7,1,1) for 7168 elements.                                                                                      |
| 25  | moe_tp_allreduce                | cross_device_reduce_1stage                         | 7      | 6656        | sgl-kernel/csrc/allreduce/custom_all_reduce.cuh -> communicator.py tensor_model_parallel_all_reduce              | Custom symmetric-memory 1-stage cross-device AllReduce for MoE output across TP=8. Reduces 7168-dim combined shared+routed expert output. Second of two allreduces in the MoE decoder block.                                                                                                                              |
+-----+---------------------------------+----------------------------------------------------+--------+-------------+------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
